Student_Id,School
student_10050,None
student_10036,None
student_69926,None
student_1757,04M555
student_1679,02M529
student_6494,02M411
student_48633,None
student_14625,None
student_38343,02M600
student_59042,None
student_74271,None
student_50578,19K659
student_34129,None
student_4895,02M546
student_161,28Q687
student_74603,18K576
student_72520,None
student_68963,None
student_74578,03M415
student_32259,None
student_57833,None
student_30857,None
student_22462,11X545
student_73093,23K644
student_21897,None
student_31089,None
student_63688,None
student_17797,None
student_71923,None
student_52488,None
student_74575,None
student_61161,19K618
student_66654,None
student_32415,None
student_63062,None
student_3391,28Q687
student_47663,None
student_525,24Q299
student_49899,None
student_58911,None
student_54954,None
student_28177,None
student_33046,02M047
student_45928,None
student_11209,04M555
student_16775,27Q400
student_37100,02M047
student_26311,None
student_47284,None
student_6930,02M546
student_6382,02M411
student_71381,24Q485
student_38733,None
student_51176,None
student_73114,30Q445
student_1560,05M692
student_8242,02M294
student_33422,None
student_18732,None
student_30238,19K618
student_2749,10X696
student_11550,02M546
student_63350,06M540
student_11076,32K168
student_35343,None
student_2858,01M696
student_25125,None
student_4181,02M047
student_60711,21K410
student_8419,27Q400
student_39553,None
student_33068,None
student_52540,None
student_46218,None
student_21657,None
student_59316,18K576
student_57258,02M600
student_14481,None
student_51818,None
student_7251,02M294
student_8083,02M411
student_71475,None
student_56082,None
student_73011,08X367
student_383,02M280
student_56592,06M540
student_54004,None
student_21813,12X682
student_10269,02M294
student_45124,30Q450
student_17299,02M600
student_2835,05M692
student_27971,None
student_26190,02M407
student_23944,02M407
student_8017,02M294
student_47272,None
student_54391,None
student_59638,None
student_67953,None
student_37786,None
student_9202,01M696
student_67289,06M540
student_63305,None
student_66008,None
student_41929,None
student_60964,None
student_27806,24Q485
student_12469,02M294
student_26036,31R440
student_39830,None
student_21226,09X231
student_18662,None
student_1143,10X696
student_10194,04M555
student_37571,None
student_25011,02M407
student_74296,32K556
student_27599,11X545
student_44980,None
student_72946,02M047
student_63496,15K429
student_41643,None
student_74390,19K659
student_57816,None
student_15686,None
student_13290,09X329
student_28645,None
student_16747,02M407
student_58285,17K745
student_18959,None
student_18478,15K656
student_64471,06M540
student_16940,None
student_46142,02M600
student_45931,02M047
student_41778,None
student_42982,09X263
student_56365,None
student_75392,06M540
student_57098,None
student_75148,None
student_74935,None
student_43819,None
student_23864,02M407
student_361,02M411
student_61592,19K764
student_59105,20K490
student_60263,12X682
student_41968,None
student_13711,None
student_68341,None
student_17979,None
student_65842,None
student_60505,None
student_27272,19K502
student_44930,None
student_66707,02M047
student_73602,None
student_38112,None
student_53018,None
student_61723,None
student_46593,32K552
student_60252,None
student_13276,02M546
student_48908,27Q302
student_40115,02M600
student_21387,None
student_1611,02M411
student_12220,02M294
student_61667,None
student_75462,None
student_54725,None
student_74101,None
student_40807,02M600
student_75739,32K545
student_40729,None
student_16176,27Q302
student_55659,None
student_71366,02M047
student_51501,None
student_43557,None
student_12005,None
student_26666,None
student_27003,None
student_27993,None
student_24583,None
student_37710,None
student_5239,02M407
student_65520,None
student_17640,02M546
student_24995,02M600
student_3460,01M696
student_71032,None
student_25238,02M047
student_39765,None
student_66127,05M148
student_812,19K683
student_55562,None
student_63540,None
student_17606,None
student_2150,05M692
student_14320,None
student_37362,None
student_63968,None
student_49587,None
student_37622,25Q460
student_74145,17K745
student_70433,None
student_13953,19K618
student_74355,None
student_62704,None
student_22619,None
student_12584,02M294
student_50587,11X545
student_75753,02M600
student_10905,None
student_10714,18K567
student_68061,15K656
student_71283,None
student_25731,None
student_58269,None
student_62665,None
student_70898,06M540
student_55971,15K667
student_22183,31R460
student_47092,02M600
student_27998,None
student_2171,28Q687
student_43094,None
student_3908,04M555
student_66897,None
student_44335,None
student_60114,None
student_14351,None
student_22012,12X682
student_3302,12X682
student_69862,21K410
student_33381,06M540
student_57782,None
student_58384,None
student_72777,02M600
student_3562,02M047
student_9721,None
student_73254,21K348
student_27458,None
student_55755,None
student_35137,11X545
student_10446,02M294
student_66076,None
student_67931,None
student_6161,02M411
student_42285,27Q650
student_64102,None
student_14698,02M546
student_31727,18K642
student_57138,27Q309
student_49811,None
student_67122,15K656
student_55432,None
student_46508,21K559
student_20459,02M546
student_71492,None
student_11683,02M294
student_74520,None
student_200,02M280
student_27209,02M407
student_11056,19K615
student_4953,02M294
student_5284,02M294
student_71483,None
student_25046,15K667
student_5992,27Q650
student_1746,02M544
student_15400,02M546
student_15165,02M546
student_21278,30Q450
student_41666,None
student_69028,15K656
student_60331,None
student_9182,02M294
student_48342,02M600
student_6040,02M411
student_15482,02M546
student_25727,None
student_24863,None
student_55842,08X452
student_34257,None
student_32364,None
student_60536,None
student_54299,None
student_517,02M280
student_39702,None
student_9425,None
student_41220,None
student_48670,11X545
student_61924,18K576
student_33526,19K618
student_21854,None
student_54483,None
student_25559,None
student_47267,None
student_18384,02M600
student_75741,None
student_74329,None
student_18991,27Q302
student_28580,None
student_22573,19K618
student_44040,None
student_12952,02M047
student_34031,None
student_1643,10X696
student_58485,11X545
student_21442,None
student_50626,None
student_8053,01M696
student_42575,None
student_43077,None
student_46398,06M540
student_53548,None
student_39065,None
student_49404,None
student_21801,None
student_29816,None
student_50662,None
student_4062,02M294
student_30859,13K527
student_25891,None
student_41647,18K566
student_6407,02M294
student_45651,None
student_32163,None
student_66810,None
student_69577,None
student_25746,None
student_52490,19K615
student_63983,None
student_15025,None
student_61478,None
student_1008,06M540
student_14009,None
student_52633,None
student_9267,14K071
student_22863,None
student_39897,None
student_27920,None
student_7066,15K656
student_60300,None
student_41594,None
student_49302,None
student_27625,None
student_51496,None
student_42353,None
student_2908,04M555
student_2149,05M692
student_56831,02M047
student_44865,None
student_50006,None
student_68557,None
student_23446,02M407
student_36131,11X265
student_25844,02M047
student_4041,04M555
student_39517,None
student_3597,10X696
student_42926,18K637
student_55998,None
student_32564,None
student_7567,04M555
student_44035,None
student_62239,None
student_23580,None
student_45297,03M415
student_5337,02M294
student_1430,06M540
student_30005,None
student_32516,None
student_30450,18K637
student_26977,None
student_59768,None
student_71651,02M600
student_49107,10X225
student_22902,None
student_69998,None
student_1689,10X374
student_40671,None
student_50109,10X225
student_53383,None
student_1422,05M692
student_7390,02M407
student_13461,04M555
student_74942,None
student_71515,None
student_26847,None
student_40215,None
student_28558,None
student_51045,None
student_27109,None
student_16772,None
student_16004,14K071
student_43086,None
student_65147,None
student_28892,None
student_18565,28Q328
student_47932,10X237
student_8794,19K618
student_13629,02M407
student_15977,None
student_48012,None
student_75520,None
student_47684,08X405
student_74683,None
student_32623,None
student_61125,20K490
student_777,10X696
student_20366,14K685
student_7809,02M546
student_50666,None
student_21169,02M546
student_53862,09X329
student_23567,06M540
student_73963,18K566
student_27565,31R440
student_8347,19K683
student_58375,11X455
student_55792,None
student_8363,08X452
student_65828,06M540
student_35908,06M540
student_65596,None
student_27013,None
student_44958,None
student_41042,None
student_16713,None
student_36047,None
student_6511,02M294
student_54458,None
student_37917,02M600
student_30605,None
student_26117,02M407
student_15939,None
student_4197,24Q299
student_32351,30Q445
student_4509,02M294
student_2667,02M544
student_26845,31R455
student_2130,02M414
student_60743,None
student_37626,02M432
student_55420,None
student_32926,30Q450
student_70120,10X565
student_6477,01M696
student_20513,02M546
student_41943,None
student_40733,None
student_40468,None
student_4319,02M294
student_5750,01M696
student_25056,None
student_17717,None
student_24069,08X405
student_71706,None
student_4432,02M294
student_35633,02M432
student_68753,None
student_61037,25Q460
student_20237,27Q309
student_30142,15K667
student_5546,02M414
student_44263,None
student_55725,None
student_12094,06M462
student_42253,None
student_52523,None
student_13728,04M555
student_22965,31R440
student_28616,02M047
student_31499,None
student_6394,02M407
student_43375,None
student_3295,01M696
student_28016,02M432
student_70436,17K547
student_48761,None
student_56861,02M047
student_69510,24Q485
student_17859,None
student_59948,None
student_59675,03M415
student_45441,None
student_40139,06M540
student_73926,None
student_23575,None
student_13847,None
student_71128,10X237
student_66585,None
student_70454,02M600
student_14529,None
student_35168,02M047
student_3553,None
student_26130,None
student_30335,20K490
student_52501,None
student_40706,None
student_21464,None
student_36049,02M600
student_32534,None
student_41603,02M047
student_34142,None
student_56612,None
student_3410,02M047
student_3671,02M294
student_18753,None
student_6954,None
student_42000,02M047
student_74616,18K567
student_31717,None
student_61542,32K556
student_15223,None
student_26606,06M540
student_50106,None
student_69591,06M540
student_10901,02M546
student_6874,04M555
student_63406,02M600
student_61930,None
student_1351,30Q445
student_67094,None
student_47190,None
student_54293,20K609
student_49632,None
student_45307,None
student_14812,None
student_21469,None
student_59916,None
student_45546,None
student_23756,06M540
student_51576,None
student_62617,None
student_38562,None
student_66001,None
student_62114,None
student_25136,02M600
student_10033,None
student_20617,18K566
student_55316,None
student_42439,None
student_41904,19K659
student_64488,18K566
student_32501,01M292
student_29382,01M292
student_17163,15K423
student_18426,None
student_10802,01M292
student_35916,14K586
student_53778,None
student_26302,None
student_25602,None
student_47528,None
student_31778,None
student_6104,None
student_72388,None
student_66880,02M600
student_66443,None
student_15308,18K566
student_57760,None
student_37293,None
student_3557,10X696
student_23751,None
student_30709,None
student_18422,11X455
student_69233,None
student_70026,01M292
student_54456,None
student_11540,None
student_23953,None
student_70094,18K642
student_66973,None
student_26495,23K644
student_34301,None
student_27810,19K683
student_32369,01M292
student_71320,None
student_13501,02M047
student_4382,None
student_64201,13K605
student_14255,02M546
student_7608,None
student_38115,20K609
student_69855,None
student_36831,None
student_21807,02M546
student_21284,02M047
student_75266,None
student_73891,None
student_57705,02M600
student_21647,None
student_71021,01M292
student_53534,None
student_5237,02M294
student_74436,30Q450
student_52931,None
student_44271,30Q450
student_64177,06M540
student_62451,None
student_54107,None
student_22852,None
student_8140,02M294
student_44303,None
student_67331,None
student_69762,None
student_11715,25Q460
student_56893,01M292
student_67913,None
student_8710,None
student_72188,None
student_12630,None
student_24230,18K642
student_45135,None
student_8164,01M292
student_50232,None
student_53516,03M415
student_17356,12X682
student_60589,15K667
student_5031,None
student_73491,02M600
student_19921,None
student_36096,01M292
student_75152,None
student_67611,06M540
student_12176,01M292
student_33661,None
student_29558,None
student_65961,None
student_26671,03M415
student_60269,01M292
student_37947,None
student_16918,27Q650
student_49483,02M600
student_37696,01M292
student_46461,None
student_57158,18K642
student_27649,None
student_55062,None
student_74818,15K656
student_5468,02M411
student_37450,None
student_67464,None
student_61858,None
student_10171,None
student_5303,02M427
student_56330,01M292
student_51202,01M292
student_52834,None
student_62868,01M292
student_54192,02M432
student_37034,None
student_37985,02M432
student_38517,None
student_25277,None
student_62201,09X231
student_21131,02M546
student_74678,None
student_59628,30Q445
student_33394,None
student_70058,01M292
student_67852,None
student_17194,None
student_62686,None
student_9115,None
student_56691,27Q400
student_73266,None
student_49590,None
student_2024,02M411
student_28920,None
student_44038,None
student_52001,None
student_9286,02M546
student_32052,None
student_71445,None
student_47496,02M432
student_22381,None
student_53192,None
student_497,02M411
student_2056,28Q687
student_43564,None
student_10368,None
student_63035,None
student_43349,None
student_59437,None
student_29488,None
student_30462,None
student_25591,None
student_57388,None
student_74598,None
student_25910,12X251
student_21172,02M546
student_52694,None
student_50425,None
student_21435,None
student_33533,None
student_39146,06M462
student_6600,01M696
student_48795,None
student_45419,None
student_30204,01M292
student_55220,None
student_28127,None
student_15847,None
student_46587,None
student_40682,None
student_59292,None
student_25392,None
student_57122,None
student_26317,None
student_12499,None
student_24836,None
student_1466,02M411
student_30929,06M540
student_12720,02M407
student_46741,None
student_74768,None
student_46731,None
student_60594,None
student_43049,02M600
student_21722,None
student_20315,None
student_111,02M475
student_7172,02M411
student_65820,None
student_41471,02M600
student_48019,None
student_27780,None
student_36752,None
student_3452,02M294
student_30935,13K605
student_75052,27Q650
student_11843,None
student_55927,None
student_33787,None
student_44862,02M600
student_11897,04M555
student_22134,None
student_28453,None
student_71270,None
student_33180,None
student_71330,None
student_55924,None
student_52347,None
student_57410,None
student_43613,27Q262
student_36635,None
student_16998,None
student_17775,01M292
student_6054,27Q309
student_70429,None
student_31746,02M047
student_43571,27Q262
student_38683,None
student_4208,02M411
student_22178,None
student_51082,None
student_69230,02M432
student_21317,02M546
student_4489,02M294
student_56622,None
student_50670,06M540
student_14093,04M555
student_20525,02M546
student_63117,None
student_59411,None
student_4680,02M414
student_1831,02M414
student_59970,10X442
student_67360,02M600
student_14985,None
student_71056,None
student_2864,28Q687
student_67183,02M600
student_8791,None
student_71778,30Q450
student_39810,None
student_7498,None
student_31468,02M600
student_14888,None
student_43840,None
student_54827,None
student_45549,02M600
student_1101,02M376
student_23228,None
student_6103,02M411
student_19453,11X544
student_11308,None
student_56668,09X297
student_3590,02M414
student_9629,None
student_19644,None
student_72584,14K071
student_32636,None
student_71856,None
student_60216,02M600
student_57903,None
student_24654,None
student_35297,None
student_1347,02M411
student_8008,None
student_49221,None
student_6819,02M546
student_21371,02M546
student_73577,None
student_72553,None
student_2747,02M414
student_4318,02M411
student_60288,02M432
student_68921,None
student_10563,02M294
student_68568,None
student_49236,None
student_18040,None
student_49422,None
student_58982,None
student_63846,None
student_26429,None
student_7034,02M546
student_24789,None
student_70907,02M432
student_65710,None
student_4602,01M696
student_7202,02M546
student_21477,17K745
student_33257,None
student_24271,None
student_28702,None
student_15262,06M540
student_39700,None
student_1732,04M555
student_15632,None
student_39380,None
student_57249,None
student_13095,None
student_62124,None
student_37139,None
student_74563,None
student_62690,None
student_12597,None
student_20160,None
student_37594,None
student_29792,None
student_8630,None
student_48806,None
student_72628,None
student_52215,None
student_46565,None
student_57458,None
student_36797,None
student_38940,None
student_50247,None
student_4655,None
student_53404,None
student_75171,None
student_35089,None
student_38873,None
student_52503,None
student_36853,None
student_66794,None
student_61416,None
student_56539,None
student_15383,None
student_67762,None
student_41828,None
student_58101,None
student_69094,None
student_25852,02M600
student_44755,02M432
student_4453,02M411
student_39954,None
student_14675,None
student_31859,None
student_65,02M400
student_27546,11X544
student_17342,None
student_37166,15K656
student_9723,None
student_35232,None
student_35099,None
student_57040,None
student_7469,02M294
student_26099,None
student_17995,None
student_22075,02M546
student_63695,None
student_73252,None
student_7641,02M411
student_57979,None
student_18015,None
student_25091,None
student_2738,05M692
student_7719,27Q650
student_23886,None
student_46319,10X442
student_57814,None
student_57510,28Q896
student_24831,None
student_33790,None
student_34474,None
student_5998,02M411
student_29415,None
student_19163,None
student_19588,None
student_37776,None
student_63991,None
student_19408,None
student_13062,04M555
student_4445,None
student_29644,None
student_74698,None
student_19961,02M546
student_8184,None
student_49109,None
student_26219,None
student_55161,None
student_397,02M376
student_61268,None
student_43264,None
student_47649,30Q445
student_31637,None
student_14230,02M047
student_43978,02M600
student_7146,None
student_31821,None
student_74319,None
student_27990,None
student_45506,None
student_15629,None
student_71386,None
student_8552,None
student_46669,None
student_43744,None
student_70038,None
student_67207,None
student_51756,25Q425
student_58888,14K586
student_15562,30Q445
student_26004,02M407
student_35561,None
student_50456,None
student_66857,None
student_1849,05M692
student_7394,02M600
student_41942,None
student_23883,None
student_6899,02M411
student_33116,None
student_43080,None
student_43233,None
student_5092,None
student_71065,None
student_23000,None
student_12189,03M415
student_26298,02M432
student_9142,None
student_36085,None
student_68665,None
student_51017,None
student_70730,11X265
student_2397,02M414
student_28757,None
student_40095,None
student_25964,02M432
student_68430,None
student_33115,None
student_36077,11X514
student_52338,19K615
student_46973,None
student_43292,None
student_34804,None
student_58759,None
student_57397,18K576
student_18658,None
student_28475,None
student_66436,None
student_75022,None
student_15878,None
student_19264,02M546
student_20914,02M407
student_15824,02M600
student_72303,None
student_51481,None
student_10666,02M546
student_35913,None
student_10018,06M462
