Student_Id,School
student_68963,None
student_32259,None
student_57833,None
student_30857,02M376
student_22462,None
student_21897,None
student_31089,17K546
student_63688,None
student_17797,17K546
student_52488,29Q498
student_61161,None
student_66654,None
student_32415,None
student_63062,27Q309
student_3391,02M294
student_47663,None
student_525,10X445
student_49899,None
student_58911,None
student_54954,None
student_28177,None
student_33046,02M376
student_45928,None
student_11209,29Q498
student_16775,02M376
student_37100,None
student_26311,11X455
student_47284,None
student_6930,None
student_6382,04M555
student_38733,None
student_51176,None
student_1560,02M475
student_8242,None
student_33422,None
student_18732,02M414
student_30238,None
student_2749,10X696
student_11550,02M294
student_63350,None
student_11076,02M294
student_35343,None
student_2858,01M696
student_25125,None
student_4181,02M418
student_60711,None
student_8419,03M541
student_39553,None
student_33068,11X275
student_52540,None
student_46218,None
student_21657,02M376
student_59316,None
student_57258,None
student_14481,02M294
student_51818,None
student_7251,02M414
student_8083,None
student_56082,None
student_383,03M479
student_56592,13K483
student_54004,21K540
student_21813,None
student_10269,28Q310
student_45124,21K620
student_17299,None
student_2835,10X368
student_27971,None
student_26190,None
student_23944,None
student_8017,02M418
student_47272,None
student_54391,None
student_59638,None
student_67953,None
student_37786,30Q450
student_9202,04M555
student_67289,19K615
student_63305,07X473
student_66008,13K483
student_41929,10X440
student_60964,None
student_27806,None
student_12469,02M418
student_26036,None
student_39830,None
student_21226,None
student_18662,None
student_1143,24Q610
student_10194,None
student_37571,None
student_25011,09X525
student_27599,None
student_44980,27Q309
student_63496,13K483
student_41643,None
student_57816,None
student_15686,02M376
student_13290,02M418
student_28645,02M376
student_16747,None
student_58285,None
student_18959,02M376
student_18478,None
student_64471,None
student_16940,None
student_46142,None
student_45931,None
student_41778,None
student_42982,28Q690
student_56365,None
student_57098,None
student_43819,None
student_23864,24Q485
student_361,01M450
student_61592,None
student_59105,11X455
student_60263,17K408
student_41968,None
student_13711,02M294
student_68341,08X636
student_17979,02M376
student_65842,None
student_60505,None
student_27272,09X525
student_44930,None
student_66707,None
student_38112,None
student_53018,14K610
student_61723,None
student_46593,None
student_60252,None
student_13276,02M418
student_48908,None
student_40115,02M500
student_21387,05M670
student_1611,10X696
student_12220,None
student_61667,None
student_54725,21K620
student_40807,13K483
student_40729,None
student_16176,04M555
student_55659,10X440
student_51501,None
student_43557,None
student_12005,None
student_26666,None
student_27003,None
student_27993,None
student_24583,None
student_37710,11X270
student_5239,02M294
student_65520,None
student_17640,02M414
student_24995,None
