Student_Id,School
student_68963,02M316
student_32259,None
student_57833,None
student_30857,None
student_22462,None
student_21897,01M448
student_31089,None
student_63688,None
student_17797,None
student_52488,None
student_61161,None
student_66654,None
student_32415,None
student_63062,27Q260
student_3391,03M541
student_47663,None
student_525,10X439
student_49899,None
student_58911,None
student_54954,02M399
student_28177,None
student_33046,None
student_45928,13K350
student_11209,02M546
student_16775,25Q525
student_37100,None
student_26311,02M425
student_47284,None
student_6930,02M425
student_6382,02M260
student_38733,19K615
student_51176,None
student_1560,06M468
student_8242,01M448
student_33422,None
student_18732,01M448
student_30238,None
student_2749,14K477
student_11550,02M416
student_63350,02M586
student_11076,02M425
student_35343,02M520
student_2858,02M414
student_25125,None
student_4181,02M294
student_60711,None
student_8419,02M294
student_39553,None
student_33068,None
student_52540,None
student_46218,02M394
student_21657,01M448
student_59316,None
student_57258,02M425
student_14481,None
student_51818,02M520
student_7251,01M448
student_8083,02M260
student_56082,16K688
student_383,02M305
student_56592,21K620
student_54004,None
student_21813,01M448
student_10269,02M260
student_45124,None
student_17299,None
student_2835,19K615
student_27971,None
student_26190,19K660
student_23944,01M448
student_8017,02M294
student_47272,None
student_54391,None
student_59638,None
student_67953,None
student_37786,None
student_9202,28Q690
student_67289,02M520
student_63305,None
student_66008,None
student_41929,None
student_60964,02M544
student_27806,None
student_12469,02M416
student_26036,02M520
student_39830,None
student_21226,01M448
student_18662,16K455
student_1143,03M403
student_10194,01M448
student_37571,None
student_25011,None
student_27599,None
student_44980,02M399
student_63496,29Q243
student_41643,30Q450
student_57816,None
student_15686,None
student_13290,None
student_28645,None
student_16747,01M448
student_58285,None
student_18959,01M448
student_18478,None
student_64471,15K960
student_16940,None
student_46142,None
student_45931,None
student_41778,13K350
student_42982,13K350
student_56365,None
student_57098,17K539
student_43819,None
student_23864,01M448
student_361,01M292
student_61592,None
student_59105,None
student_60263,None
student_41968,None
student_13711,02M416
student_68341,17K539
student_17979,None
student_65842,02M399
student_60505,None
student_27272,None
student_44930,None
student_66707,None
student_38112,None
