Student_Id,School
student_10050,02M546
student_10036,None
student_69926,None
student_1757,02M376
student_1679,02M534
student_6494,01M696
student_48633,None
student_14625,04M495
student_38343,29Q272
student_59042,None
student_50578,None
student_34129,None
student_4895,01M696
student_161,31R047
student_72520,None
student_68963,06M468
student_32259,None
student_57833,None
student_30857,None
student_22462,02M546
student_73093,None
student_21897,02M546
student_31089,01M696
student_63688,None
student_17797,None
student_71923,17K600
student_52488,06M468
student_61161,02M580
student_66654,None
student_32415,None
student_63062,None
student_3391,02M376
student_47663,None
student_525,02M392
student_49899,None
student_58911,None
student_54954,20K609
student_28177,None
student_33046,None
student_45928,13K527
student_11209,01M696
student_16775,None
student_37100,32K168
student_26311,None
student_47284,None
student_6930,01M696
student_6382,None
student_71381,02M580
student_38733,None
student_51176,21K410
student_73114,None
student_1560,None
student_8242,02M546
student_33422,19K409
student_18732,01M696
student_30238,01M696
student_2749,07X427
student_11550,01M696
student_63350,None
student_11076,04M555
student_35343,None
student_2858,None
student_25125,01M696
student_4181,04M555
student_60711,None
student_8419,02M376
student_39553,None
student_33068,None
student_52540,None
student_46218,None
student_21657,02M500
student_59316,None
student_57258,None
student_14481,None
student_51818,None
student_7251,02M546
student_8083,15K667
student_71475,None
student_56082,17K600
student_73011,None
student_383,17K600
student_56592,None
student_54004,31R445
student_21813,None
student_10269,12X682
student_45124,30Q445
student_17299,None
student_2835,04M555
student_27971,24Q485
student_26190,None
student_23944,01M696
student_8017,28Q896
student_47272,None
student_54391,None
student_59638,02M580
student_67953,None
student_37786,None
student_9202,02M376
student_67289,None
student_63305,None
student_66008,None
student_41929,None
student_60964,02M500
student_27806,None
student_12469,02M546
student_26036,None
student_39830,None
student_21226,None
student_18662,None
student_1143,04M555
student_10194,13K595
student_37571,None
student_25011,None
student_27599,01M696
student_44980,None
student_72946,None
student_63496,None
student_41643,02M600
student_57816,None
student_15686,02M546
student_13290,04M495
student_28645,None
student_16747,None
student_58285,10X141
student_18959,02M600
student_18478,01M696
student_64471,None
student_16940,02M546
student_46142,None
student_45931,08X405
student_41778,19K409
student_42982,None
student_56365,None
student_57098,17K537
student_43819,None
student_23864,01M696
student_361,01M696
student_61592,None
student_59105,09X329
student_60263,12X271
student_41968,02M600
student_13711,None
student_68341,None
student_17979,None
student_65842,None
student_60505,None
student_27272,None
student_44930,31R450
student_66707,None
student_73602,None
student_38112,None
student_53018,02M500
student_61723,None
student_46593,None
student_60252,31R450
student_13276,01M696
student_48908,21K620
student_40115,None
student_21387,None
student_1611,02M376
student_12220,02M546
student_61667,None
student_54725,None
student_74101,None
student_40807,None
student_40729,None
student_16176,01M696
student_55659,02M600
student_71366,None
student_51501,02M600
student_43557,None
student_12005,None
student_26666,02M600
student_27003,None
student_27993,01M696
student_24583,01M696
student_37710,None
student_5239,02M376
student_65520,None
student_17640,None
student_24995,None
student_3460,20K505
student_71032,02M580
student_25238,None
student_39765,None
student_66127,None
student_812,03M479
student_55562,None
student_63540,25Q425
student_17606,None
student_2150,02M432
student_14320,None
student_37362,None
student_63968,None
student_49587,None
student_37622,None
student_70433,20K505
student_13953,None
student_62704,None
student_22619,None
student_12584,02M600
student_50587,None
student_74160,None
student_10905,04M495
student_10714,None
student_68061,None
student_71283,None
student_25731,None
student_58269,None
student_62665,19K660
student_70898,None
student_55971,None
student_22183,None
student_47092,None
student_27998,01M696
student_2171,None
student_43094,02M600
student_3908,01M696
student_66897,None
student_44335,None
student_60114,27Q400
student_14351,01M696
student_22012,None
student_3302,04M555
student_69862,None
student_33381,19K615
student_57782,27Q400
student_58384,02M600
student_72777,None
student_3562,10X141
student_9721,None
student_73254,None
student_27458,None
student_55755,None
student_35137,None
student_10446,None
student_66076,None
student_67931,None
student_6161,02M376
student_42285,None
student_64102,None
student_14698,None
student_31727,None
student_57138,None
student_49811,None
student_67122,None
student_55432,None
student_46508,None
student_20459,01M696
student_71492,None
student_11683,04M555
student_200,01M696
student_27209,None
student_11056,11X270
student_4953,09X260
student_5284,02M546
student_71483,None
student_25046,01M696
student_5992,02M376
student_1746,04M555
student_15400,None
student_15165,None
student_21278,06M293
student_41666,None
student_69028,02M600
student_60331,None
student_9182,None
student_48342,31R460
student_6040,None
student_15482,29Q272
student_25727,01M696
student_24863,None
student_55842,None
student_34257,None
student_32364,13K527
student_60536,07X427
student_54299,10X141
student_517,02M411
student_39702,02M600
student_9425,02M376
student_41220,None
student_48670,None
student_61924,None
student_33526,None
student_21854,01M696
student_54483,None
student_25559,02M432
student_47267,None
student_18384,31R450
student_74149,None
student_18991,01M696
student_28580,01M696
student_22573,02M600
student_44040,None
student_12952,01M696
student_34031,08X405
student_1643,02M438
student_58485,None
student_21442,01M696
student_50626,02M600
student_8053,02M500
student_42575,None
student_43077,32K168
student_46398,None
student_53548,None
student_39065,None
student_49404,02M580
student_21801,None
student_29816,None
student_50662,None
student_4062,None
student_30859,10X440
student_25891,None
student_41647,None
student_6407,04M555
student_45651,None
student_32163,None
student_66810,17K600
student_69577,02M303
student_25746,None
student_52490,None
student_63983,None
student_15025,None
student_61478,None
student_1008,04M555
student_14009,None
student_52633,None
student_9267,01M696
student_22863,02M546
student_39897,30Q450
student_27920,01M696
student_7066,02M546
student_60300,06M462
student_41594,None
student_49302,None
student_27625,None
student_51496,31R028
student_42353,02M600
student_2908,None
student_2149,19K615
student_56831,None
student_44865,02M432
student_50006,02M600
student_68557,None
student_23446,06M468
student_36131,None
student_25844,None
student_4041,19K764
student_39517,None
student_3597,04M495
student_42926,None
student_55998,06M462
student_32564,None
student_7567,02M600
student_44035,None
student_62239,10X440
student_23580,None
student_45297,None
student_5337,02M546
student_1430,01M696
student_30005,None
student_32516,None
student_30450,02M432
student_26977,19K615
student_59768,None
student_71651,None
student_49107,None
student_22902,02M500
student_69998,None
student_1689,02M376
student_40671,21K620
student_50109,None
student_53383,24Q485
student_1422,04M495
student_7390,06M293
student_13461,None
student_71515,02M432
student_26847,None
student_40215,07X600
student_28558,09X329
student_51045,None
student_27109,01M696
student_16772,None
student_16004,02M546
student_43086,None
student_65147,02M600
student_28892,None
student_18565,12X271
student_47932,None
student_8794,None
student_13629,None
student_15977,01M696
student_48012,None
student_73938,None
student_47684,02M600
student_32623,02M432
student_61125,None
student_777,03M479
student_20366,01M696
student_7809,None
student_50666,None
student_21169,01M696
student_53862,None
student_23567,02M546
student_27565,19K409
student_8347,02M546
student_58375,None
student_55792,02M600
student_8363,01M696
student_65828,None
student_35908,02M600
student_65596,06M468
student_27013,None
student_44958,20K609
student_41042,07X259
student_16713,19K409
student_36047,09X329
student_6511,02M546
student_54458,21K540
student_37917,None
student_30605,None
student_26117,01M696
student_15939,None
student_4197,None
student_32351,08X405
student_4509,10X237
student_2667,17K547
student_26845,None
student_2130,01M696
student_60743,None
student_37626,None
student_55420,None
student_32926,02M520
student_70120,None
student_6477,02M376
student_20513,02M600
student_41943,02M432
student_40733,None
student_40468,None
student_4319,None
student_5750,02M376
student_25056,02M432
student_17717,02M432
student_24069,None
student_71706,None
student_4432,None
student_35633,None
student_68753,02M600
student_61037,28Q896
student_20237,02M520
student_30142,None
student_5546,32K554
student_44263,None
student_55725,None
student_12094,12X271
student_42253,None
student_52523,None
student_13728,01M696
student_22965,01M696
student_28616,02M600
student_31499,None
student_6394,None
student_43375,None
student_3295,21K410
student_28016,01M696
student_70436,None
student_48761,19K764
student_56861,02M520
student_69510,None
student_17859,02M546
student_59948,None
student_59675,None
student_45441,02M432
student_40139,None
student_23575,19K422
student_13847,None
student_71128,02M520
student_66585,None
student_70454,None
student_14529,None
student_35168,None
student_3553,02M376
student_26130,01M696
student_30335,09X329
student_52501,None
student_40706,None
student_21464,01M696
student_36049,None
student_32534,None
student_41603,02M600
student_34142,20K609
student_56612,None
student_3410,02M546
student_3671,None
student_18753,12X682
student_6954,None
student_42000,None
student_31717,None
student_61542,None
student_15223,19K764
student_26606,01M696
student_50106,None
student_69591,02M600
student_10901,None
student_6874,02M580
student_63406,None
student_61930,None
student_1351,04M555
student_67094,15K667
student_47190,None
student_54293,None
student_49632,30Q445
student_45307,None
student_14812,02M546
student_21469,None
student_59916,None
student_45546,None
student_23756,None
student_51576,None
student_62617,None
student_38562,None
student_66001,None
student_62114,None
student_25136,None
student_10033,02M546
student_20617,01M696
student_55316,19K764
student_42439,None
student_41904,None
student_64488,None
student_32501,21K540
student_29382,None
student_17163,15K667
student_18426,None
student_10802,None
student_35916,02M520
student_53778,02M600
student_26302,19K660
student_25602,None
student_47528,02M432
student_31778,None
student_6104,02M500
student_72388,None
student_66880,None
student_66443,19K409
student_15308,02M546
