Student_Id,School
student_10050,02M520
student_10036,02M439
student_69926,None
student_1757,02M418
student_1679,01M450
student_6494,03M541
student_48633,None
student_14625,None
student_38343,None
student_59042,None
student_50578,None
student_34129,None
student_4895,01M696
student_161,02M298
student_72520,None
student_68963,None
student_32259,None
student_57833,None
student_30857,None
student_22462,None
student_73093,None
student_21897,None
student_31089,None
student_63688,12X248
student_17797,None
student_71923,17K600
student_52488,None
student_61161,02M580
student_66654,None
student_32415,None
student_63062,None
student_3391,02M376
student_47663,None
student_525,02M392
student_49899,None
student_58911,None
student_54954,None
student_28177,None
student_33046,None
student_45928,None
student_11209,None
student_16775,None
student_37100,None
student_26311,02M425
student_47284,None
student_6930,02M439
student_6382,24Q299
student_71381,02M580
student_38733,None
student_51176,None
student_73114,02M520
student_1560,02M543
student_8242,02M534
student_33422,None
student_18732,None
student_30238,None
student_2749,04M435
student_11550,None
student_63350,None
student_11076,04M555
student_35343,None
student_2858,05M362
student_25125,02M520
student_4181,03M541
student_60711,None
student_8419,02M376
student_39553,None
student_33068,None
student_52540,02M520
student_46218,None
student_21657,02M520
student_59316,None
student_57258,None
student_14481,None
student_51818,None
student_7251,02M308
student_8083,None
student_71475,None
student_56082,17K600
student_73011,None
student_383,02M439
student_56592,None
student_54004,None
student_21813,04M555
student_10269,02M439
student_45124,None
student_17299,26Q430
student_2835,03M541
student_27971,02M399
student_26190,None
student_23944,None
student_8017,02M439
student_47272,19K510
student_54391,None
student_59638,02M580
student_67953,02M520
student_37786,None
student_9202,02M534
student_67289,None
student_63305,None
student_66008,None
student_41929,None
student_60964,02M520
student_27806,None
student_12469,02M546
student_26036,None
student_39830,None
student_21226,None
student_18662,None
student_1143,02M294
student_10194,02M534
student_37571,None
student_25011,None
student_27599,None
student_44980,None
student_72946,None
student_63496,None
student_41643,None
student_57816,None
student_15686,02M534
student_13290,02M534
student_28645,None
student_16747,None
student_58285,None
student_18959,None
student_18478,None
student_64471,None
student_16940,04M555
student_46142,None
student_45931,None
student_41778,02M520
