Student_Id,School
student_1679,04M495
student_6494,None
student_48633,None
student_14625,14K477
student_38343,02M586
student_59042,14K477
student_50578,None
student_34129,02M529
student_4895,01M539
student_161,02M420
student_68963,None
student_32259,None
student_57833,None
student_30857,02M394
student_22462,None
student_21897,None
student_31089,14K477
student_63688,02M296
student_17797,None
student_52488,None
student_61161,None
student_66654,None
student_32415,None
student_63062,None
student_3391,02M294
student_47663,None
student_525,01M539
student_49899,None
student_58911,None
student_54954,None
student_28177,None
student_33046,None
student_45928,02M520
student_11209,02M376
student_16775,02M520
student_37100,None
student_26311,None
student_47284,02M520
student_6930,01M539
student_6382,03M291
student_38733,None
student_51176,None
student_1560,01M539
student_8242,01M539
student_33422,None
student_18732,None
student_30238,None
student_2749,24Q299
student_11550,02M394
student_63350,None
student_11076,02M376
student_35343,02M520
student_2858,02M411
student_25125,None
student_4181,03M479
student_60711,None
student_8419,02M586
student_39553,02M394
student_33068,None
student_52540,None
student_46218,None
student_21657,None
student_59316,None
student_57258,02M520
student_14481,None
student_51818,02M394
student_7251,01M696
student_8083,01M696
student_56082,None
student_383,02M282
student_56592,None
student_54004,None
student_21813,None
student_10269,01M539
student_45124,31R450
student_17299,14K477
student_2835,02M425
student_27971,None
student_26190,30Q450
student_23944,None
student_8017,02M439
student_47272,02M394
student_54391,None
student_59638,None
student_67953,02M586
student_37786,None
student_9202,01M539
student_67289,None
student_63305,02M529
student_66008,None
student_41929,02M520
student_60964,None
student_27806,None
student_12469,01M539
student_26036,None
student_39830,None
student_21226,None
student_18662,None
student_1143,02M411
student_10194,None
student_37571,None
student_25011,None
student_27599,None
student_44980,None
student_63496,None
student_41643,None
student_57816,None
student_15686,02M376
student_13290,02M316
student_28645,02M520
student_16747,None
student_58285,None
student_18959,None
student_18478,None
student_64471,None
student_16940,None
student_46142,None
student_45931,None
student_41778,None
student_42982,None
student_56365,None
student_57098,None
student_43819,02M520
student_23864,28Q284
student_361,02M545
student_61592,None
student_59105,None
student_60263,None
student_41968,None
student_13711,None
student_68341,None
student_17979,None
student_65842,02M520
student_60505,None
student_27272,None
student_44930,None
student_66707,None
student_38112,None
student_53018,None
student_61723,None
student_46593,None
student_60252,02M520
student_13276,None
student_48908,None
student_40115,02M399
student_21387,03M291
student_1611,26Q430
student_12220,None
student_61667,17K539
student_54725,18K642
student_40807,None
student_40729,None
student_16176,02M376
student_55659,None
student_51501,None
student_43557,02M316
student_12005,None
student_26666,None
student_27003,None
student_27993,None
student_24583,None
student_37710,None
student_5239,01M539
student_65520,None
student_17640,None
student_24995,None
student_3460,01M696
student_71032,None
student_25238,None
student_39765,31R450
student_66127,06M468
student_812,04M372
student_55562,None
student_63540,None
student_17606,13K350
student_2150,02M416
student_14320,None
student_37362,None
student_63968,02M425
student_49587,None
student_37622,None
student_70433,02M394
student_13953,02M586
student_62704,None
student_22619,02M399
student_12584,None
student_50587,18K569
student_71254,None
student_10905,None
student_10714,01M539
student_68061,None
student_25731,28Q284
student_58269,02M296
student_62665,None
student_70898,02M394
student_55971,None
student_22183,None
student_47092,None
student_27998,None
student_2171,01M292
student_43094,18K569
student_3908,03M479
student_66897,None
student_44335,None
student_60114,None
student_14351,02M376
student_22012,None
student_3302,15K684
student_69862,None
student_33381,None
student_57782,None
student_58384,None
student_3562,04M555
student_9721,01M539
student_27458,None
student_55755,None
student_35137,17K539
student_10446,01M539
student_66076,None
student_67931,None
student_6161,01M539
student_42285,None
